Count,Item,format,Excluded,poly,recode,collapse,Max_poss,y1_post,y2_pre,y2_post,matrix1,matrix2,marix3,matrix4,matrix5,matrix6,matrix7,matrix8,CUJK,CUKK,JHU,Metro,STMU,UCD,UGA,cl1,cl2,cl3,cl4,cl5,cl6,cl7,cl8,cl9,cl10,cl11,cl12,cl13pre,cl13pos,cl14pre,cl14pos,cl15pre,cl17,cl18pre,cl18pos,cl19pre,cl19pos,cl20,P_learn_1,P-learn_2,sec_learn,Blooms level,Blooms weight,Max exam,Mx mc/tf
211,cl2_me2_8,MCSA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,4,44,11,11
212,cl2_me2_9,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,2,,4,4
213,cl2_me3_1,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,3,,24,24
214,cl2_me3_2,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,6,48,8,8
215,cl2_me3_3,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,3,36,12,12
216,cl2_me3_3arev,SA,1,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,,,2,,6,6
217,cl2_me3_3brev,SA,1,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,,,3,,6,6
218,cl2_me3_4,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,6,48,8,8
219,cl2_me3_5,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,,8,8
220,cl2_me3_6,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,6,,16,16
221,cl2_me3_7,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,4,48,12,12
222,cl2_me3_7arev,SA,1,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,4,,6,6
223,cl2_me3_7brev,SA,1,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,3,,6,6
224,cl2_me3_8,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,2,24,12,12
225,cl3_fc10,MC,1,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,6,2,1
226,cl3_fc11,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,2,2,1
227,cl3_fc12,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,6,2,1
228,cl3_fc13,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,,,1,2,2,1
229,cl3_fc14,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,,,3,6,2,1
230,cl3_fc15,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,,,3,6,2,1
231,cl3_fc16,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,2,4,2,1
232,cl3_fc17,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,2,4,2,1
233,cl3_fc18,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,6,2,1
234,cl3_fc19,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,,,3,6,2,1
235,cl3_fc20,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,,,3,6,2,1
236,cl3_fc21,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,2,4,2,1
237,cl3_fc22,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,2,4,2,1
238,cl3_fc23,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,,,4,8,2,1
239,cl3_fc24,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,,,3,6,2,1
240,cl3_fc25,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,2,2,1
241,cl3_fc26,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,2,2,1
242,cl3_fc27,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,2,2,1
243,cl3_fc28,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,2,2,1
244,cl3_fc29,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,2,4,2,1
245,cl3_fc30,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,2,2,1
246,cl3_fc31,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,2,2,1
247,cl3_fc32,MC,0,0,0,0,,"see cl3,cl8","cl13pre,cl18pre","cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,2,4,2,1
248,cl4_fcp1a,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,9,3,3
249,cl4_fcp1b,SA,0,0,1,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,6,2,2
250,cl4_fcp1c,SA,0,1,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,6,2,2
251,cl4_fcp1d,SA,0,0,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,3,1,1
252,cl4_fcp2,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,,,3,12,4,4
253,cl4_fcp3,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,3,12,4,4
254,cl4_fcp4a,SA,0,1,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,3,6,2,2
255,cl4_fcp4b,SA,0,0,1,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,3,6,2,2
256,cl4_fcp5a,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,4 overall,#VALUE!,3,3
257,cl4_fcp5b,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,0,2,2
258,cl4_fcp5c,SA,0,0,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,0,2,2
259,cl4_fcp5d,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,0,4,4
260,cl4_fcp5e,SA,0,0,1,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,0,2,2
261,cl4_fcsa1,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,,,2,6,3,3
262,cl4_fcsa10a,SA,1,0,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,6,2,2
263,cl4_fcsa10b,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,12,4,4
264,cl4_fcsa10c,SA,0,0,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,3,1,1
265,cl4_fcsa2a,SA,0,0,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,3,1,1
266,cl4_fcsa2b,SA,0,1,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,6,2,2
267,cl4_fcsa3a,SA,0,0,1,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,,,3,6,2,2
268,cl4_fcsa3b,SA,0,1,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,,,3,6,2,2
269,cl4_fcsa4,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,2,6,3,3
270,cl4_fcsa5,SA,1,1,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,,,3,12,4,4
271,cl4_fcsa6a,SA,0,0,1,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3 overall,#VALUE!,2,2
272,cl4_fcsa6b,SA,0,0,1,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,2,2
273,cl4_fcsa7,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,4,12,3,3
274,cl4_fcsa8a,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,3 overall,#VALUE!,2,2
275,cl4_fcsa8b,SA,1,0,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,0,2,2
276,cl4_fcsa9,SA,0,1,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,,,3,6,2,2
277,cl5_me1_3a,SA,0,1,1,1,,"see cl5,cl6","see matrix 3, 4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,3,,4,4
278,cl5_me1_3b,SA,0,1,1,1,,"see cl5,cl6","see matrix 3, 4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,3,,4,4
279,cl5_me1_3c,SA,0,0,1,1,,"see cl5,cl6","see matrix 3, 4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,3,,2,2
280,cl5_me1_9a,SA,0,1,0,0,,"see cl5,cl6","see matrix 3, 4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,3,,8,8
281,cl5_me1_9b,SA,0,0,1,0,,"see cl5,cl6","see matrix 3, 4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,2,,2,2
282,cl5_me3_4a,SA,0,0,1,0,,"see cl5,cl6","see matrix 3, 4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,,3,,5,5
283,cl5_me3_4b,SA,0,1,1,1,,"see cl5,cl6","see matrix 3, 4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,,3,,5,5
284,cl5_me4_1,SA,1,1,0,0,,"see cl5,cl6","see matrix 3, 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,2,20,10,10
285,cl5_me4_2,SA,0,1,0,0,,"see cl5,cl6","see matrix 3, 4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,,6,3,30,10,10
286,cl5_me4_3,SA,0,1,0,0,,"see cl5,cl6","see matrix 3, 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,1,10,10,10
287,cl5_me4_4,SA,0,1,0,0,,"see cl5,cl6","see matrix 3, 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,2,20,10,10
288,cl5_me4_5,SA,0,1,0,0,,"see cl5,cl6","see matrix 3, 4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,9,,3,30,10,10
289,cl6_me4_1,SA,1,1,0,0,,"see cl5,cl6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,,2,20,10,10
290,cl6_me4_2,SA,1,1,0,0,,"see cl5,cl6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,2,20,10,10
291,cl6_me4_3,SA,1,1,0,0,,"see cl5,cl6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,,3,30,10,10
292,cl6_me4_4,SA,1,1,0,0,,"see cl5,cl6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,,2,20,10,10
293,cl6_me4_5,SA,1,1,0,0,,"see cl5,cl6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,2,20,10,10
294,cl7_fc26,MC,0,0,0,0,,1,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,4,8,2,1
295,cl7_fc27,MC,0,0,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,2,4,2,1
296,cl7_fc28,MC,0,0,0,0,,1,"see matrix 5, 6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,,,2,4,2,1
297,cl7_fc29,MC,0,0,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,6,2,1
298,cl7_fc30,MC,0,0,0,0,,1,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,,2,4,2,1
299,cl7_fc31,MC,0,0,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,4,8,2,1
300,cl7_fc32,MC,0,0,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,2,4,2,1
301,cl7_fc33,MC,0,0,0,0,,1,"see matrix 5, 6",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,,,3,6,2,1
302,cl7_fc34,MC,0,0,0,0,,1,"see matrix 5, 6",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,,,2,4,2,1
303,cl7_fc35,MC,0,0,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,,3,6,2,1
304,cl7_fc36,MC,0,0,0,0,,1,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,4,8,2,1
305,cl7_fc37,MC,0,0,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,,4,8,2,1
306,cl7_fc38,MC,0,0,0,0,,1,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,,,3,6,2,1
307,cl7_fc39,MC,0,0,0,0,,1,"see matrix 5, 6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,,,3,6,2,1
308,cl7_fc40,MC,0,0,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,6,3,6,2,1
309,cl7_fcsa1a,SA,0,0,1,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,6,2,2
310,cl7_fcsa1b,SA,0,1,1,1,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,2,6,3,3
311,cl7_fcsa1c,SA,0,0,1,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,6,2,2
