Count,Item,format,Excluded,poly,recode,collapse,Max_poss,y1_post,y2_pre,y2_post,matrix1,matrix2,marix3,matrix4,matrix5,matrix6,matrix7,matrix8,CUJK,CUKK,JHU,Metro,STMU,UCD,UGA,cl1,cl2,cl3,cl4,cl5,cl6,cl7,cl8,cl9,cl10,cl11,cl12,cl13pre,cl13pos,cl14pre,cl14pos,cl15pre,cl17,cl18pre,cl18pos,cl19pre,cl19pos,cl20,P_learn_1,P-learn_2,sec_learn,Blooms level,Blooms weight,Max exam,Mx mc/tf
102,cl12_me2_6,MS,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,3,,7.5,7.5
103,cl12_me2_7,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,4,,10,10
104,cl12_me2_8,MS,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,,,2,,21,21
105,cl12_me2_9,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,,,6,,12,12
106,cl12_me3_1,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,,2,,10,10
107,cl12_me3_2,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,,6,3,,20,20
108,cl12_me3_3,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,10,,3,,15,15
109,cl12_me3_4,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6./11.,,5,,15,15
110,cl12_me3_5,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,,,2,,5,5
111,cl12_me3_6,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,,,6,,5,5
112,cl12_me3_9,SA,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,2,,10,10
113,cl13_fc11,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,,3,,3.24,1
114,cl13_fc12,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,,4,,3.24,1
115,cl13_fc13,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,,4,,3.24,1
116,cl13_fc14,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,,4,,3.24,1
117,cl13_fc2,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,2,,3.24,1
118,cl13_fc6,MC,1,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,3,,3.24,1
119,cl13_fc7,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,3,,3.24,1
120,cl13_fc8,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,3,,3.24,1
121,cl13_sa1,SA,0,1,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,4,,15,15
122,cl13_sa2,SA,0,1,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,4,,15,15
123,cl13_sa3,SA,0,1,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,,,4,,15,15
124,cl14_fcmc1,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,,,1,,1.5,1
125,cl14_fcmc10,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,,,3,,1.5,1
126,cl14_fcmc11,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,1.5,1
127,cl14_fcmc12,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,1.5,1
128,cl14_fcmc13,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,2,,1.5,1
129,cl14_fcmc14,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,,,4,,1.5,1
130,cl14_fcmc15,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,2,,1.5,1
131,cl14_fcmc16,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,1,,1.5,1
132,cl14_fcmc17,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,3,,1.5,1
133,cl14_fcmc18,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,3,,1.5,1
134,cl14_fcmc19,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,3,,1.5,1
135,cl14_fcmc2,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,3,,1.5,1
136,cl14_fcmc20,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,2,,1.5,1
137,cl14_fcmc21,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,1,,1.5,1
138,cl14_fcmc22,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,2,,1.5,1
139,cl14_fcmc23,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,,2,,1.5,1
140,cl14_fcmc24,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,,,2,,1.5,1
141,cl14_fcmc25,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,,,2,,1.5,1
142,cl14_fcmc3,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,3,,1.5,1
143,cl14_fcmc4,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,2,,1.5,1
144,cl14_fcmc5,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,1,,1.5,1
145,cl14_fcmc6,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,1.5,1
146,cl14_fcmc7,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,4,,1.5,1
147,cl14_fcmc8,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,,,3,,1.5,1
148,cl14_fcmc9,MC,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,,,4,,1.5,1
149,cl14_fcp1,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,3,3
150,cl14_fcp2a,SA,0,1,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,2,2
151,cl14_fcp2b,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,1,1
152,cl14_fcp2c,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,1,1
153,cl14_fcp2d,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,1,1
154,cl14_fcp2e,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,3,,4,4
155,cl14_fcp2f,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,6,,4,4
156,cl14_fcp3,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,4,,3,3
157,cl14_fcp4a,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,,,3,,3,3
158,cl14_fcp4b,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,,,3,,5,5
159,cl14_fcp5,SA,0,1,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,,,3,,4,4
160,cl14_fcp6a,SA,0,0,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,,,4,,2,2
161,cl14_fcp6b,SA,0,0,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,,,3,,4,4
162,cl14_fcp6c,SA,0,0,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,,,3,,2,2
163,cl14_fcp7a,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,,,3,,2,2
164,cl14_fcp7b,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,,,3,,5,5
165,cl17_fcmc3,MC,0,0,0,0,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,,3,,2,1
166,cl17_fcmc4,MC,0,0,0,0,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,3,,2,1
167,cl17_fcsa1a,SA,0,1,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,,3,,2,2
168,cl17_fcsa1b,SA,0,1,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,,3,,3,3
169,cl17_fcsa1c,SA,0,0,1,0,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,,3,,2,2
170,cl17_fcsa1d,SA,0,0,1,0,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,,3,,2,2
171,cl17_fcsa1e,SA,0,0,1,0,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,,,2,,2,2
172,cl17_fcsa1f,SA,0,1,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,,2,,2,2
173,cl17_fcsa2a,SA,0,0,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,3,,2,2
174,cl17_fcsa2b,SA,0,0,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,2,,3,3
175,cl17_fcsa2c,SA,0,0,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,3,,2,2
176,cl17_fcsa2d,SA,0,0,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,2,,3,3
177,cl17_fcsa3a,SA,0,1,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,,,2,,2,2
178,cl17_fcsa3b,SA,0,1,0,0,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,,,3,,6,6
179,cl17_fcsa3c,SA,0,1,1,1,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,,,3,,3,3
180,cl17_fcsa5,SA,1,1,0,0,,0,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,9,,4,,6,6
181,cl18_fc1,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,2,,2.86,1
182,cl18_fc16,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,3,,2.86,1
183,cl18_fc17,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,,,2,,2.86,1
184,cl18_fc2,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,3,,2.86,1
185,cl18_fc3,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,3,,2.86,1
186,cl18_fc9,MC,0,0,0,0,,0,0,"cl13pos,cl18pos",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,3,,2.86,1
187,cl19_fcsa6a,SA,0,0,0,0,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,,4,,1,1
188,cl19_fcsa6b,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,,3,,4,4
189,cl19_fcsa6c,SA,0,1,1,1,,0,0,"cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,,3,,2,2
190,cl2_me1_1,MCSA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,4,4,4
191,cl2_me1_10,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,4,,11,11
192,cl2_me1_11,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,4,,8,8
193,cl2_me1_12,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,4,,10,10
194,cl2_me1_2,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,2,6,3,3
195,cl2_me1_3,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,2,20,10,10
196,cl2_me1_4,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,,16,16
197,cl2_me1_5,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,6,,11,11
198,cl2_me1_6,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,4,,6,6
199,cl2_me1_7,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,4,,7,7
200,cl2_me1_8,MC,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,4,16,4,1
201,cl2_me1_9,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,,10,10
202,cl2_me2_1,MS,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,2,15,7.5,7.5
203,cl2_me2_10,MS,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,,3,12,4,4
204,cl2_me2_11,MS,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,2,,7.5,7.5
205,cl2_me2_2,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,4,4,4
206,cl2_me2_3,MCSA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,3,21,7,7
207,cl2_me2_4,MS,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2/8/11,,1,,16.5,16.5
208,cl2_me2_5,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,,2,,12,12
209,cl2_me2_6,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,3,,10,10
210,cl2_me2_7,SA,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,,6,99,16.5,16.5
