"","theta","se.theta","total_score","ctt_sem","infitMNSQ","infitMNSQ.z","outfitMNSQ","outfitMNSQ.z"
"P85",1.81912937462322,0.560145955077943,21,2.12199359367338,0.968730867923896,0.0280946752853888,0.798895899317746,-0.261567659606502
"P86",0.46473663756341,0.429696675037332,15,2.12199359367338,1.10374939707473,0.780288091978793,1.07695829710641,0.461288648456626
"P87",1.28089097711618,0.485707574426576,19,2.12199359367338,1.11363259881909,0.538579782061996,1.10917996383355,0.416795835973275
"P88",0.102475217572884,0.423202498150708,13,2.12199359367338,0.984477804147291,-0.0803445067788045,0.975970269389016,-0.106177365658011
"P89",-0.0766698934553978,0.42377517938875,12,2.12199359367338,0.903215310347102,-0.718449540655216,0.873216881919234,-0.824773507897326
"P90",0.848164480628992,0.448384577827096,17,2.12199359367338,1.07357921180527,0.474058158329018,1.06023885571596,0.316961051081801
"P91",0.848164480628992,0.448384577827096,17,2.12199359367338,1.04985675421323,0.341891809492029,1.02094522383708,0.166564155297901
"P92",1.28089097711618,0.485707574426576,19,2.12199359367338,0.93172196819446,-0.213182757121248,0.823654347348619,-0.416164236638088
"P93",-0.0766698934553978,0.42377517938875,12,2.12199359367338,1.13305541394398,1.01517772167894,1.12732433399212,0.857854096665966
"P94",1.05592780231815,0.464020667685026,18,2.12199359367338,1.05161922854766,0.319272584803939,1.19925290941164,0.726735881800055
"P95",0.46473663756341,0.429696675037332,15,2.12199359367338,0.696833446634651,-2.44609854281246,0.645035412116457,-2.10274042216746
"P96",-0.0766698934553978,0.42377517938875,12,2.12199359367338,1.0684610068086,0.553676023340847,1.15716946701882,1.03820718799276
"P97",0.652374299350856,0.43725742937127,16,2.12199359367338,0.938397280255962,-0.366037851398212,0.892196981379755,-0.441223535178212
"P98",-1.2756442428763,0.492259025919608,6,2.12199359367338,0.88260602797698,-0.394927342315005,0.929436507657823,-0.101637987542072
"P99",-0.441831254545337,0.432510971832605,10,2.12199359367338,0.871239547614766,-0.823210722340648,0.840991038018004,-0.884358068849954
"P100",-0.441831254545337,0.432510971832605,10,2.12199359367338,0.803472357101669,-1.31854942102292,0.823733634664737,-0.99374745031333
"P101",0.848164480628992,0.448384577827096,17,2.12199359367338,1.11475386749037,0.69890845098307,1.03992070903719,0.23966598351435
"P102",1.28089097711618,0.485707574426576,19,2.12199359367338,1.01929011470312,0.159865631739871,1.1543434872636,0.534909896838476
"P103",0.102475217572884,0.423202498150708,13,2.12199359367338,1.04751398251419,0.410326227591758,1.0308498462147,0.249777296914846
"P104",0.652374299350856,0.43725742937127,16,2.12199359367338,0.891321369997487,-0.696702321914817,0.806287723880973,-0.881215962610557
"P105",0.282224473689825,0.425123076379847,14,2.12199359367338,1.08407852434131,0.678673282329486,1.07372620656532,0.48760178069751
"P106",-0.0766698934553978,0.42377517938875,12,2.12199359367338,1.05562060106682,0.459734420319753,1.06471037870565,0.468867328037105
"P107",1.28089097711618,0.485707574426576,19,2.12199359367338,0.948758015150429,-0.138830677082296,1.10777655314867,0.413074617898326
"P108",2.1693158640489,0.62829604430616,22,2.12199359367338,1.01707437489263,0.186790059286282,1.58232173018391,1.00377570269242
"P109",0.46473663756341,0.429696675037332,15,2.12199359367338,1.07622817341972,0.590031444190754,1.11138847811867,0.633434042380111
"P110",2.1693158640489,0.62829604430616,22,2.12199359367338,0.940647551098168,0.0130098821802762,0.698422460464597,-0.335592611194153
"P111",0.46473663756341,0.429696675037332,15,2.12199359367338,0.931998437380192,-0.464086761035982,0.858843011407159,-0.724895402520351
"P112",0.102475217572884,0.423202498150708,13,2.12199359367338,1.06622617554345,0.552177775102465,1.05104666461365,0.377591908682845
"P113",3.38648676025469,1.02840897339421,24,2.12199359367338,1.09038326652124,0.40198054909308,3.49547915994383,1.68123410167654
"P114",1.53097712891131,0.516101348064273,20,2.12199359367338,1.02095775203395,0.168228897768859,0.888566218087899,-0.137590260510947
"P115",0.282224473689825,0.425123076379847,14,2.12199359367338,0.91677041537792,-0.622592609343418,0.881847910297395,-0.683553776468833
"P116",0.652374299350856,0.43725742937127,16,2.12199359367338,0.980922157965991,-0.076719386564972,1.04414856880536,0.272374277214983
"P117",1.53097712891131,0.516101348064273,20,2.12199359367338,0.833102719399126,-0.520274779632194,0.651104289056029,-0.81655098836368
"P118",-0.25739715081477,0.426830263232319,11,2.12199359367338,0.858227935601432,-1.01419002004896,0.830496148258076,-1.07338095944029
"P119",-0.441831254545337,0.432510971832605,10,2.12199359367338,1.02705050770213,0.225391186189907,1.01349310605009,0.134772550147517
"P120",-0.25739715081477,0.426830263232319,11,2.12199359367338,0.98095829886159,-0.0895860718602429,0.969669029267143,-0.138411732763539
"P121",0.282224473689825,0.425123076379847,14,2.12199359367338,0.918692139307144,-0.60678175189211,0.920931739080392,-0.432133199184778
"P122",0.282224473689825,0.425123076379847,14,2.12199359367338,1.2697129778245,1.97408975734557,1.41385927954202,2.25895860875049
"P123",0.46473663756341,0.429696675037332,15,2.12199359367338,1.09769515559345,0.738708284061412,1.25181872498073,1.3008923391156
"P124",1.05592780231815,0.464020667685026,18,2.12199359367338,1.00594001103559,0.0965432795641085,1.15449850020235,0.592293841476617
"P125",0.848164480628992,0.448384577827096,17,2.12199359367338,1.13141676167881,0.788328929163978,1.13765395525157,0.602730756457636
"P126",1.81912937462322,0.560145955077943,21,2.12199359367338,0.89082376285974,-0.203715065919183,0.68521193071124,-0.53722434265439
"P127",2.1693158640489,0.62829604430616,22,2.12199359367338,1.10144444695563,0.368799377779216,1.2829850242793,0.624802935580783
"P128",-0.25739715081477,0.426830263232319,11,2.12199359367338,1.02365120076559,0.213873659055854,1.00124931842396,0.0610961642969667
"P129",0.652374299350856,0.43725742937127,16,2.12199359367338,1.15448326208029,1.02428732241766,1.13179859362524,0.652876701221124
"P130",1.81912937462322,0.560145955077943,21,2.12199359367338,1.05689864094687,0.275898681083209,1.46937829209602,0.983081750019596
"P131",-1.04476511903481,0.469793246325375,7,2.12199359367338,0.686284182472144,-1.5280698322838,0.590837381159524,-1.60284707132668
"P132",-0.632392760860914,0.441132895038838,9,2.12199359367338,0.978632647501391,-0.0680930958353116,1.03932037157778,0.257371101037102
"P133",-0.441831254545337,0.432510971832605,10,2.12199359367338,0.905456350188986,-0.582827068072998,0.892037420821133,-0.569305038334344
"P134",1.81912937462322,0.560145955077943,21,2.12199359367338,0.87594313752608,-0.249514491515802,0.689553847143006,-0.526157177730962
"P135",1.53097712891131,0.516101348064273,20,2.12199359367338,0.986338495509956,0.0481119304694067,0.847983759546365,-0.244215977721538
"P136",0.652374299350856,0.43725742937127,16,2.12199359367338,1.1097988010379,0.752000934180004,1.04237607796628,0.264463689588205
"P137",-0.832106146436403,0.453256077428121,8,2.12199359367338,1.03778041305236,0.257191291092852,1.09347429333,0.456953821332321
"P138",-0.441831254545337,0.432510971832605,10,2.12199359367338,0.830337054669438,-1.11897087758407,0.830643651498733,-0.949765263355559
"P139",-0.25739715081477,0.426830263232319,11,2.12199359367338,1.0003378908574,0.0492326851914377,0.969232822407681,-0.141197582607117
"P140",-0.632392760860914,0.441132895038838,9,2.12199359367338,1.17023789632802,0.997159422041407,1.1685564496515,0.846439704487045
"P141",0.848164480628992,0.448384577827096,17,2.12199359367338,0.853808677186528,-0.835179311204434,0.756202357515824,-0.963850220526155
"P142",-0.25739715081477,0.426830263232319,11,2.12199359367338,0.864167481146801,-0.967481687601159,0.832585585047659,-1.05859931578417
"P143",1.05592780231815,0.464020667685026,18,2.12199359367338,0.944747146331022,-0.21265863054464,0.937341086195531,-0.114788694513121
"P144",0.102475217572884,0.423202498150708,13,2.12199359367338,0.970893149023286,-0.188813067620804,0.960704566559511,-0.207556068089491
"P145",-1.53268584495688,0.523267804710877,5,2.12199359367338,1.08046069836614,0.362008054669748,1.4275769436058,1.0704227584629
"P146",1.81912937462322,0.560145955077943,21,2.12199359367338,0.778522575798283,-0.562971029477892,0.53664655958187,-0.94800149304667
"P147",1.81912937462322,0.560145955077943,21,2.12199359367338,0.98298547141351,0.0691498224158447,1.30515430699407,0.720801585069786
"P148",1.05592780231815,0.464020667685026,18,2.12199359367338,0.885943899859135,-0.522634749066302,0.778311582893478,-0.705527385108108
"P149",1.53097712891131,0.516101348064273,20,2.12199359367338,1.10687962339424,0.455051257435699,1.33924855353995,0.87298433305328
"P150",1.81912937462322,0.560145955077943,21,2.12199359367338,0.87594313752608,-0.249514491515802,0.689553847143006,-0.526157177730962
"P151",0.102475217572884,0.423202498150708,13,2.12199359367338,1.12576832143406,0.992795219342502,1.11824799080098,0.791437903708396
"P152",-0.441831254545337,0.432510971832605,10,2.12199359367338,0.877390096207215,-0.779542983967523,0.856242275379331,-0.788924046864652
"P153",-0.0766698934553978,0.42377517938875,12,2.12199359367338,0.799984217395657,-1.59407785853365,0.785234274863429,-1.48331726725444
"P154",1.28089097711618,0.485707574426576,19,2.12199359367338,1.03080384525278,0.207304347585632,1.10829136209763,0.414440026000412
"P155",1.81912937462322,0.560145955077943,21,2.12199359367338,1.05996725272117,0.284270744940612,1.41132538691733,0.892710387884509
"P156",0.848164480628992,0.448384577827096,17,2.12199359367338,0.942316645120004,-0.283613447486589,0.894356297798834,-0.345924870871339
"P157",2.1693158640489,0.62829604430616,22,2.12199359367338,1.09691655352574,0.359272228246872,1.76371337413879,1.2105583654258
"P158",0.282224473689825,0.425123076379847,14,2.12199359367338,0.998556725854605,0.0316820225252148,1.00818800254512,0.10454773428888
"P159",-0.832106146436403,0.453256077428121,8,2.12199359367338,1.30823285255628,1.51548879160904,1.36920936339851,1.45605330424635
"P160",1.53097712891131,0.516101348064273,20,2.12199359367338,0.918811554598437,-0.194528062891485,0.798653801170389,-0.378509628344976
"P161",2.1693158640489,0.62829604430616,22,2.12199359367338,0.944305307030923,0.021537226812971,0.779691811390122,-0.17586546029294
"P162",1.81912937462322,0.560145955077943,21,2.12199359367338,1.11393524601564,0.428940735580464,1.54784322600163,1.10152177282963
"P163",1.81912937462322,0.560145955077943,21,2.12199359367338,1.09743000732137,0.385201423440156,1.52291955053485,1.0643431639824
"P164",1.81912937462322,0.560145955077943,21,2.12199359367338,0.86253808721213,-0.291218635088986,0.614425723712841,-0.724642894736672
"P165",-0.0766698934553978,0.42377517938875,12,2.12199359367338,0.900215292574405,-0.742927854922251,0.939939609720914,-0.354314015435068
"P166",1.53097712891131,0.516101348064273,20,2.12199359367338,0.954662310499149,-0.0642814741645505,0.779688257950595,-0.43161201208227
"P167",0.652374299350856,0.43725742937127,16,2.12199359367338,0.903307492105585,-0.611426819858048,0.824828659655062,-0.783703727879846
"P168",1.53097712891131,0.516101348064273,20,2.12199359367338,0.993291135840809,0.0724581651154852,0.952080975119182,0.0229539385922654
"P169",-0.25739715081477,0.426830263232319,11,2.12199359367338,1.16037657971297,1.13232215594482,1.15335811506703,0.9674120960816
"P170",1.81912937462322,0.560145955077943,21,2.12199359367338,0.876360325254167,-0.248223436854919,0.63629724906034,-0.665263443600897
"P171",1.81912937462322,0.560145955077943,21,2.12199359367338,0.859855086559894,-0.299617464420881,0.611373573593562,-0.733040718147907
"P172",3.38648676025469,1.02840897339421,24,2.12199359367338,0.96621067423265,0.269339763739165,0.569339804257992,-0.0158851023858165
"P173",1.05592780231815,0.464020667685026,18,2.12199359367338,1.00321534930555,0.0830466803625393,0.953430388232458,-0.0588609143977754
"P174",-0.832106146436403,0.453256077428121,8,2.12199359367338,1.25070503265217,1.26349859901735,1.41307218993922,1.6022345854037
"P175",1.53097712891131,0.516101348064273,20,2.12199359367338,0.803809612062281,-0.636717211415709,0.624361238885387,-0.90286308949923
"P176",1.81912937462322,0.560145955077943,21,2.12199359367338,0.9509514323223,-0.0236808613483302,0.964762189838462,0.0971083346317398
"P177",1.81912937462322,0.560145955077943,21,2.12199359367338,0.901652960651898,-0.170704762340715,1.23042729298238,0.594132964792467
"P178",2.1693158640489,0.62829604430616,22,2.12199359367338,0.887644416306452,-0.113116108006326,0.592085700014845,-0.564541037612142
"P179",3.38648676025469,1.02840897339421,24,2.12199359367338,0.940803422558324,0.240816922108981,0.485440249033141,-0.121566014360032
"P180",1.81912937462322,0.560145955077943,21,2.12199359367338,0.868635758374112,-0.2721951307068,0.622354270960818,-0.702957106277707
"P181",1.53097712891131,0.516101348064273,20,2.12199359367338,1.09011336442036,0.400279238197719,1.32262588382307,0.8401357425843
"P182",1.28089097711618,0.485707574426576,19,2.12199359367338,0.770859570437685,-0.964574780216471,0.623709865788045,-1.12314756613039
"P183",2.63509199577087,0.747898039266055,23,2.12199359367338,1.03449698270997,0.256090346449902,2.11731130871491,1.31992442230572
"P184",1.05592780231815,0.464020667685026,18,2.12199359367338,1.24915861978194,1.21447065848943,1.5130904425,1.58654395096509
"P185",1.53097712891131,0.516101348064273,20,2.12199359367338,0.911912781956183,-0.219978467033827,0.715366656666267,-0.61839569230056
"P186",3.38648676025469,1.02840897339421,24,2.12199359367338,1.07753102191593,0.388734780490986,2.28376495955205,1.18663548439684
"P187",1.28089097711618,0.485707574426576,19,2.12199359367338,1.01108201345142,0.125828175653189,0.888383353547452,-0.212204936443666
"P188",1.28089097711618,0.485707574426576,19,2.12199359367338,0.859505397547349,-0.538842466724107,0.706495805015999,-0.81435905779235
"P189",2.1693158640489,0.62829604430616,22,2.12199359367338,0.976220980391666,0.0950244501982993,1.02066650935175,0.24055353497782
"P190",0.652374299350856,0.43725742937127,16,2.12199359367338,1.00276047861039,0.0686164193098277,0.953157039535834,-0.145884798261629
"P192",1.53097712891131,0.516101348064273,20,2.12199359367338,1.14508409415603,0.577823472088876,1.77754949911032,1.65552614789844
"P193",1.53097712891131,0.516101348064273,20,2.12199359367338,1.10896540545664,0.461826316551032,1.33278484448695,0.860243664458931
"P194",1.28089097711618,0.485707574426576,19,2.12199359367338,1.19042727534354,0.831346358975905,1.6570885644462,1.67956020241419
"P195",0.652374299350856,0.43725742937127,16,2.12199359367338,0.90749262462995,-0.581829362736787,0.864257367552005,-0.581093094782369
"P196",1.05592780231815,0.464020667685026,18,2.12199359367338,0.946697559739619,-0.202600476455089,0.939576808817046,-0.106979040997073
"P197",2.1693158640489,0.62829604430616,22,2.12199359367338,1.03214008920589,0.220010208925986,0.93676904356209,0.103848159421216
"P198",1.53097712891131,0.516101348064273,20,2.12199359367338,1.16821494123004,0.650833425729787,1.55968410638891,1.2849492079353
"P199",0.848164480628992,0.448384577827096,17,2.12199359367338,0.924820955440029,-0.389815081885293,0.831721781629902,-0.61755279519014
"P200",2.63509199577087,0.747898039266055,23,2.12199359367338,0.930308630221551,0.0793487818308531,0.596710621717899,-0.313127056681754
"P201",0.282224473689825,0.425123076379847,14,2.12199359367338,0.988594492930229,-0.0460558750553416,0.956555345721911,-0.209096388145959
"P202",1.05592780231815,0.464020667685026,18,2.12199359367338,0.984006876204124,-0.0128028581342576,1.06401977893283,0.30949200926286
"P203",0.848164480628992,0.448384577827096,17,2.12199359367338,0.898975316009908,-0.549181388026557,0.796754700679351,-0.775170075471404
"P204",1.05592780231815,0.464020667685026,18,2.12199359367338,0.88490577370716,-0.528228669960922,0.754097055886226,-0.802360431172375
"P205",1.81912937462322,0.560145955077943,21,2.12199359367338,0.966434295592331,0.0214426453247434,0.757891185475831,-0.35778279102484
"P206",1.05592780231815,0.464020667685026,18,2.12199359367338,1.04030950784819,0.264737382085663,0.966405876309799,-0.0142136181594367
"P207",0.848164480628992,0.448384577827096,17,2.12199359367338,1.08526096763493,0.538426764623336,1.1896563033992,0.787482530619536
"P208",0.848164480628992,0.448384577827096,17,2.12199359367338,1.16176338770022,0.948952645635102,1.43175695961502,1.58319403863043
"P209",1.28089097711618,0.485707574426576,19,2.12199359367338,1.27924160341379,1.15463574716018,1.88615876236156,2.12423523082813
"P210",-0.25739715081477,0.426830263232319,11,2.12199359367338,0.907593166165518,-0.632320490600186,0.864244153730861,-0.837597322287139
"P211",0.102475217572884,0.423202498150708,13,2.12199359367338,0.842530049026513,-1.2675494911463,0.832493309879953,-1.10467230901043
"P212",1.81912937462322,0.560145955077943,21,2.12199359367338,0.962578433605779,0.0102503871464637,0.764810680263399,-0.341307261247199
"P213",1.28089097711618,0.485707574426576,19,2.12199359367338,1.00460735289605,0.0988487768382308,1.16989802772133,0.574874764419146
"P214",0.282224473689825,0.425123076379847,14,2.12199359367338,1.12436118897084,0.971660906714022,1.23820703721705,1.38475646355443
"P215",0.848164480628992,0.448384577827096,17,2.12199359367338,1.07654540991481,0.490446506174908,1.1611188304768,0.686778157494876
"P216",1.28089097711618,0.485707574426576,19,2.12199359367338,0.795056595231155,-0.845258692090978,0.670494682785162,-0.945505192650248
"P217",2.63509199577087,0.747898039266055,23,2.12199359367338,0.987653752835012,0.178169468975202,0.760490578444511,-0.0513352951757626
"P218",0.46473663756341,0.429696675037332,15,2.12199359367338,1.11302868483044,0.843723032657204,1.08611977814314,0.507448664617309
"P219",1.28089097711618,0.485707574426576,19,2.12199359367338,0.933165032435669,-0.206849688379383,1.05219109740032,0.263087241011108
