"","GCAPost8","GCAPost19","GCAPost13","GCAPost2","GCAPost7","GCAPost6","GCAPost1","GCAPost4","GCAPost16","GCAPost14","GCAPost25","GCAPost5","GCAPost12","GCAPost23","GCAPost11","GCAPost18","GCAPost21","GCAPost10","GCAPost22","GCAPost24","GCAPost17","GCAPost9","GCAPost15","GCAPost3","GCAPost20","total_score","outfitMNSQ","infitMNSQ"
"P1406",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,19,0.681584902172809,0.841414563379962
"P1425",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,19,0.754020753329081,0.884379386655039
"P1427",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,19,1.4824394698413,1.07186527587026
"P1428",1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,19,1.1692146258987,1.07709353709187
"P1431",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,19,0.87368352816803,0.934100280207072
"P1439",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,19,0.73359073975325,0.894456665727753
"P1441",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,19,0.66869983535521,0.818155560144348
"P1482",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,19,0.71333455322498,0.886418171506764
"P1526",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,19,0.854136850657962,0.980215382234883
"P1541",1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,19,1.15479978267334,1.07332375641119
"P1593",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,19,0.847919267021066,0.952356363489752
"P1626",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,19,0.759640083530315,0.908221534737342
"P1642",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,19,1.01314478598931,1.08429706300937
"P1663",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,19,0.771285505248952,0.891700308371084
"P17",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,20,1.0051811267878,0.99039616664486
"P34",1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,20,1.35096139549182,1.08277758160671
"P44",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,20,0.675096319646327,0.846472491676541
"P114",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,20,0.888566218087899,1.02095775203395
"P117",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,20,0.651104289056029,0.833102719399126
"P135",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,20,0.847983759546365,0.986338495509956
"P149",1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,20,1.33924855353995,1.10687962339424
"P160",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,20,0.798653801170389,0.918811554598437
"P166",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,20,0.779688257950595,0.954662310499149
"P168",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,20,0.952080975119182,0.993291135840809
"P175",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,20,0.624361238885387,0.803809612062281
"P181",1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,20,1.32262588382307,1.09011336442036
"P185",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,20,0.715366656666267,0.911912781956183
"P192",0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,20,1.77754949911032,1.14508409415603
"P193",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,20,1.33278484448695,1.10896540545664
"P198",1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,1.55968410638891,1.16821494123004
"P224",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,20,0.818975656008543,0.974726027605109
"P238",1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,20,1.44010919121983,1.07041590879085
"P239",0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,20,1.8874975521376,1.14065905400045
"P242",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,20,1.05105084663971,1.07972601568301
"P257",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,20,1.00460423307319,1.08218425616158
"P264",1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,20,1.32320696166122,1.1141360729574
"P272",1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,20,1.28103614007048,1.05520473798617
"P273",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,20,0.926509242311902,0.938943154611639
"P274",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,20,0.890152307937914,0.933285174732785
"P282",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,20,1.14615997369522,0.923898738329915
"P288",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,20,0.692250675276148,0.85825619460955
"P290",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,20,0.795061773711318,0.932489165805837
"P296",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,20,0.979151191868368,0.977723503343362
"P301",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,20,0.573236867607221,0.764823441035747
"P347",1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,20,1.35199743682981,1.08063032280298
"P348",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,20,0.613540160650069,0.793401232562185
"P356",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,20,0.65647279869981,0.833508428478449
"P373",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,20,0.721317627303815,0.892235276599552
"P374",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,20,0.686890860695588,0.857356571363258
"P375",1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,20,0.849907229655722,0.983929172592699
"P388",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,20,1.47131029794475,1.10181270977187
"P409",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,20,0.784906896660791,0.935011906810583
"P423",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,20,0.628162320718959,0.809891875116689
"P430",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,20,0.755328785743472,0.915238380717585
"P431",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,20,0.742388229757945,0.887840572554215
"P438",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,20,0.789132619491648,0.960058450793595
"P444",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,20,0.986302629622672,1.02680810907984
"P466",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,20,0.66713185087972,0.841509668953969
"P477",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,20,0.962604187238786,0.993234736169163
"P482",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,20,0.723066375060344,0.914497363765427
"P500",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,20,0.679395954351862,0.850556337585673
"P504",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,20,0.894086622970524,1.03326119095611
"P528",1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,20,1.33260683935293,1.12966430381731
"P542",1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,20,1.45527568410109,1.11036651915948
"P548",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,20,1.04138820093687,1.05164561308037
"P563",1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,20,1.49205266674096,1.06908825805524
"P579",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,20,1.15911540860406,1.00971221865727
"P597",1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,20,1.40537005689338,1.20610880555973
"P601",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,20,0.909465542946746,1.04179242689656
"P610",1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,20,1.17755239949234,1.05173247786103
"P611",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,20,0.806453157021637,0.954224551744119
"P622",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,20,1.03133095920105,1.06552558931459
"P623",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,20,1.55857510529639,0.994149595468702
"P624",1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,20,1.03074392091918,1.01438524575917
"P630",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,20,1.25073946290606,1.04099621185374
"P634",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,20,1.19624617863581,1.04438645452721
"P640",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,20,2.03809390356068,1.0719568757389
"P642",1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,20,1.03479368138635,0.990215046552978
"P647",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,20,0.597214055511088,0.785196261174235
"P687",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,20,0.850202749863486,0.951634930871772
"P689",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,20,0.936418474584383,1.0546045793227
"P700",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,20,0.757040076370796,0.887561390523627
"P704",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,20,0.757858103161913,0.943571373850313
"P732",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,20,1.17440574815244,1.02949253704905
"P780",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,20,0.763013969602461,0.900129389851297
"P805",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,20,0.729184131109125,0.905064926874223
"P852",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,20,0.640821882546863,0.818168732011575
"P861",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,20,0.800635698916516,0.956541893364732
"P868",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,20,0.715211614371129,0.884776105554337
"P887",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,20,1.1432773262203,0.992198187776245
"P905",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,20,0.711775898965717,0.867970223267578
"P918",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,20,0.652357361302066,0.818444080828136
"P938",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,20,1.01480192267014,1.03749494731857
"P968",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,20,1.48715491633301,1.12396131967421
"P983",1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,20,1.2977307673341,1.124099549656
"P984",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,20,0.720563866043374,0.902434478801829
"P996",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,20,0.855575309401804,0.993885968671664
"P1001",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,20,1.4438832956795,1.10601563735866
"P1041",1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,20,1.30636035847977,1.10697270678624
"P1069",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,20,1.26872557830947,1.07056700196832
"P1088",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,20,0.903979586408749,0.966176102611526
"P1113",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,20,1.25641481282243,1.0537661893483
"P1114",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,20,0.725061078666765,0.917204301683751
"P1115",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,20,0.883005786346268,1.02885289908069
"P1122",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,20,0.780800071498983,0.96678221813275
"P1123",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,20,0.730341474129815,0.894240173664616
"P1128",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,20,0.597214055511088,0.785196261174235
"P1141",1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,20,1.24804543165703,1.16623392068798
"P1157",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,20,0.990022426395463,1.01539311842708
"P1158",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,20,0.929080295022084,1.02053959614963
"P1164",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,20,0.940024614386456,1.02755700521652
"P1171",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,20,0.827903927349743,0.949361518208488
"P1198",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,20,0.779539092994343,0.942590150966464
"P1214",1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,20,1.26651978764729,1.16712582435339
"P1223",1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,20,1.1778323323333,1.12929369579676
"P1226",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,20,1.51086502292537,1.10660877857495
"P1242",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,20,0.948919804267525,1.08024545212146
"P1255",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,20,0.895265853688194,0.931036123805399
"P1260",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,20,0.740842850993384,0.90194930525758
"P1274",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,20,0.599242414488958,0.7870630864067
"P1276",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,20,1.15624042742483,1.01928057721366
"P1284",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,20,0.819140568179417,0.964092617452104
"P1297",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,20,0.826560500125109,0.994556651389569
"P1302",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,20,0.958075663520223,0.959650414295393
"P1306",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,20,0.720682317581743,0.869684773092394
"P1307",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,20,0.732178807402039,0.913123191480188
"P1308",1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,20,1.04092564116956,1.02281142560192
"P1321",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,20,0.762624475076683,0.952767277468036
"P1330",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,20,0.694722391786495,0.869878171065785
"P1345",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,20,0.619706128278066,0.796944764679204
"P1350",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,20,0.78012944950469,0.963110914521283
"P1352",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,20,1.21500817893531,1.06374696785561
"P1381",1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,20,1.27625257680754,1.13414725639824
"P1384",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,20,0.746163831415207,0.938408157518743
"P1385",1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,20,1.55412899941808,1.17237821292822
"P1387",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,20,0.941338816583383,0.972122764590387
"P1389",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,20,0.816502235371281,0.972629058646044
"P1394",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,20,0.723003781387638,0.883528808423013
"P1403",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,20,1.08619588956944,1.07226089713259
"P1411",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,20,0.836746878279115,0.863932945767779
"P1436",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,20,0.622487922202654,0.829079463231663
"P1444",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,20,0.832666513057795,1.00201582243478
"P1445",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,20,0.861046948359008,0.926068906695261
"P1447",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,20,0.870302452989484,0.910786080649532
"P1488",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,20,0.83047873543341,0.971209470176246
"P1577",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,20,0.633578335964624,0.815289599969031
"P1649",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,20,0.706740715644018,0.87985566544651
"P1656",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,20,0.818975656008543,0.974726027605109
"P16",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,21,0.641643517295882,0.848624399572647
"P27",1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,21,1.0655630106893,1.11384818945764
"P85",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,21,0.798895899317746,0.968730867923896
"P126",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,21,0.68521193071124,0.89082376285974
"P130",1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,21,1.46937829209602,1.05689864094687
"P134",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,21,0.689553847143006,0.87594313752608
"P146",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,21,0.53664655958187,0.778522575798283
"P147",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,21,1.30515430699407,0.98298547141351
"P150",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,21,0.689553847143006,0.87594313752608
"P155",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,21,1.41132538691733,1.05996725272117
"P162",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,21,1.54784322600163,1.11393524601564
"P163",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,1.52291955053485,1.09743000732137
"P164",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,21,0.614425723712841,0.86253808721213
"P170",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,21,0.63629724906034,0.876360325254167
"P171",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,21,0.611373573593562,0.859855086559894
"P176",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,21,0.964762189838462,0.9509514323223
"P177",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,21,1.23042729298238,0.901652960651898
"P180",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,21,0.622354270960818,0.868635758374112
"P205",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,21,0.757891185475831,0.966434295592331
"P212",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,21,0.764810680263399,0.962578433605779
"P231",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,21,0.753008541999096,0.921597811106858
"P241",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,1.52291955053485,1.09743000732137
"P267",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,21,0.648372404816314,0.862697984148445
"P280",1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,21,1.54080553574636,1.10604934792062
"P292",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,21,0.550173873687308,0.789212236233762
"P305",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,21,0.610520578973801,0.841415860320369
"P308",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,21,0.912526711871568,0.997318241013156
"P312",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,21,0.763116500614474,0.941216840067829
"P313",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,21,1.04291648587341,1.01417399104813
"P325",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,21,1.735449791875,1.10560338499107
"P332",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,21,0.625313671294993,0.839577906396971
"P344",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,21,0.872769918709677,1.03162415244598
"P349",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,21,1.16434268902936,0.916803966189642
"P353",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,21,1.12197271398353,1.05534328021246
"P360",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,21,1.09704903851675,1.03883804151818
"P364",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,21,1.80142090132276,1.1949731305653
"P383",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,21,1.22822651044615,1.09710223982818
"P399",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,21,0.770191616188177,0.981347317797345
"P416",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,21,1.29823787519997,0.950595679156532
"P418",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,21,1.00553085676445,1.0849315140683
"P419",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,21,0.94011729112131,0.923044391527575
"P427",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,21,1.21604282767121,1.13141948877002
